ID,FLAG,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Quoted Tweet,Reviewer,Review
45-328,ERROR,,https://twitter.com/iMbusyble/status/1580106312922238976,92,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@iMbusyble,BusyAko,Coffee & Tea | Homebody | Pro-Pilipinas 🇵🇭,ERROR,2022-02-05 07:04:25+00:00,198,238,,"Nauumay ako sa peso is not weak, dollar is strong issue. Masyadong mababaw.

Next topic please...😆😆😆",,,2022-10-12 08:01:16+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-329,ERROR,,https://twitter.com/mikayladkarin/status/1580103155127570432,92,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@mikayladkarin,Michelle,"Personal × Fangirl × Selling/ID & US GO account 
GMANetwork.com Desk Editor
@KPusoFangirls Editornim",ERROR,2015-11-29 16:14:12+00:00,188,223,,"Sabi ng kapatid ko, may bayad na daw ang paperbag sa Uni/qlo, 2 pesos each. Iba talaga kapag the peso is weak and the dollar is strong. https://t.co/XEzJQngFl7",,,2022-10-12 07:48:43+00:00,,,2,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-330,ERROR,,https://twitter.com/marieclariice/status/1580101616963039232,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@marieclariice,Claripatra 💜,"Always living in the past or dreaming too ahead of the future. Never living at the present moment | ♈ | Karaoke? G.| 😈🍑🖤👼|

Qᴜɪɴᴛᴇssᴇɴᴛɪᴀʟ Sᴇʟғ 👑🇬🇧",ERROR,2013-08-24 13:55:53+00:00,347,142,,"So, if the peso is strong, the dollar is weak? Inversely proportional yarn? Hindi ba pwedeng maging strong ang peso on its own? Charotism idk",,,2022-10-12 07:42:37+00:00,,,0,1,0,0,Unidentified,ERROR,,,https://twitter.com/inquirerdotnet/status/1579815664701026304,,
45-331,ERROR,,https://twitter.com/stunninglino/status/1580099097163608065,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@stunninglino,sophia; pcd era 🥟,✎༉‧ | #현진 | ✩࿐,ERROR,2021-04-25 10:02:38+00:00,674,1465,,peso ₱ is not weak😖 because ₱eso is weak🚶🏻‍♀️ the ₱ is weak😓 because the dollar💰 is strong💪🏼 aye domino😎flick 🤌🏼 and a drop⬇️ and i see 👀 it all fall down📉 shakin'💃🏻 the world 🌎 magnitude🏚 makin' everything🏙 crumble👊🏼 like blah👅 blah👅,,,2022-10-12 07:32:36+00:00,,,2,0,1,0,Unidentified,ERROR,,,No Quoted,,
45-332,ERROR,,https://twitter.com/jonnahbella/status/1580097791681888256,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@jonnahbella,j o n n a h 🍉,Either you find me drowning in the ocean or shitload of work,ERROR,2009-05-09 05:34:35+00:00,495,974,,The peso is weak because dollar is strong im hot coz im fly you ain’t coz u not,,,2022-10-12 07:27:24+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-333,ERROR,,https://twitter.com/ladydakki/status/1580097761055121408,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@ladydakki,Fatima Mapesos ☯️,🌏 Steward of this Toxic World 🔆 Strategist 👥 Health Advocate 💁🏻 Game Changer 👩🏻‍💻 Entrepreneur 📪 Contact Me 👉🏼 faith.mapesos@gmail.com,ERROR,2010-08-25 13:11:57+00:00,0,389,,"Bet on PESO 🇵🇭

😊😉 @bongbongmarcos

Sabi ni @sandromarcos7 weak ang peso dahil strong ang dollar 💰 however not for long 😊

PESO is strong 🤔 lets see when all things will crumble

https://t.co/6c2gQCu4Wj",,,2022-10-12 07:27:17+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-334,ERROR,,https://twitter.com/niconiconiina/status/1580096891693412352,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@niconiconiina,n. (she/her),"Not related to Belgian techno anthem ""Pump Up the Jam"". DP by @wallflowernook",ERROR,2011-05-26 12:56:41+00:00,1240,590,,"Peso weak something something dollar strong something a queen is never late, everyone else is simply early something something",,,2022-10-12 07:23:50+00:00,,,2,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-335,ERROR,,https://twitter.com/winston_cafe/status/1580093826982871040,93,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@winston_cafe,HORI7ON WINSTON CAFE 🦊☕🍃 DASH D-DAY,anything sweet and warm for winston is ready to serve in this acc | Gemstone 💎 HORI7ON Winston's number one fan | Follow me on ig @winston_cafe 🦊,ERROR,2021-02-28 08:25:39+00:00,786,955,,"""the peso is not weak because the peso is weak, the peso is weak because the dollar is strong.""- sandro marcos

HAHAHAHAHAHAHA DOGSHOW",,,2022-10-12 07:11:39+00:00,,,0,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-336,ACCEPT,4/3/2023 10:35:41,https://twitter.com/Paps_Caloy/status/1580093173615194115,93,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@Paps_Caloy,Paps Caloy,Laban para sa Bayan 👊,Anonymous,2018-01-27 07:04:32+00:00,1714,13645,Pampanga,"""The peso is weak because the dollar is strong"" https://t.co/ZLG8wSSkKE",,"Text,Image",2022-10-12 07:09:03+00:00,, Rational,46,2,7,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-337,ERROR,,https://twitter.com/yeo1h0ver/status/1580091856414990337,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@yeo1h0ver,Icekopi,future CPA.~⁠♪,ERROR,2019-07-10 11:16:22+00:00,272,177,,So how can we make dollar weak para maging strong ang peso?😭 Emzz,,,2022-10-12 07:03:49+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/AltStarMagic/status/1579736320091774976,,
45-338,ERROR,,https://twitter.com/nowyouknowph/status/1580090961614757888,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@nowyouknowph,Now You Know,"Now You Know (NYK) is a civic media platform which aims to provide relevant information for the Filipino people.
Story leads & advisories: info@nowyouknowph.com",ERROR,2018-11-03 09:20:48+00:00,153,3852,,"IBON Executive Director Sonny Africa points out that the peso is weak because of the economy after Rep. Sandro Marcos' comment that ""The peso is weak because the dollar is strong.”

READ: https://t.co/7bXCNXBUzq

#NowYouKnow
#NYK https://t.co/NxUGWSv1WZ",,,2022-10-12 07:00:16+00:00,,,6,0,3,0,Unidentified,ERROR,,,No Quoted,,
45-339,ACCEPT,3/31/2023 1:12:12,https://twitter.com/iamwhatiam300/status/1580090279562211328,45,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@iamwhatiam300,iamwhatiam,,Anonymous,2022-02-17 08:15:54+00:00,2629,3018,Philippines,"Sandro is not wrong, because he is wrong. Sandro is wrong because your brains are f*cked up &amp; don't understand simple english, math, &amp; econ.
For the stupid f*ckers out there, eat the data below!
The peso is not weak,coz the peso is weak. The peso is weak coz the dollar is strong. https://t.co/NUkjeku86E",,"Text,Image",2022-10-12 06:57:33+00:00,, Emotional,137,15,30,4,Unidentified,NEED CONTEXT,,,No Quoted,,
45-340,REJECT,,https://twitter.com/ahbabiboo/status/1580089094822326273,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@ahbabiboo,april boo ʕ •⁠ᴥ⁠•ʔ,kay seungkwan lang magpapaganon.,ERROR,2020-11-29 09:30:19+00:00,1583,4962,,"tanginang away to, parang sandro marcos thoughts lang. 

""hindi kayo the best carats dahil sinabihan kayo na babalik sila dahil sa energy niyo. best carats kayo dahil hindi kami nasabihan ng they'll be back dahil sa energy namin""

tanginang peso weak dollar strong yan",,,2022-10-12 06:52:51+00:00,,,3,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-341,REJECT,,https://twitter.com/vicchanbaquero/status/1580088291335888897,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@vicchanbaquero,loved chan,Clara's,ERROR,2010-11-16 08:24:16+00:00,264,314,,Mangita natag more side hustle kay the peso is not weak because it's weak. The peso is weak because the dollar is strong,,,2022-10-12 06:49:39+00:00,,,9,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-342,HELP,,https://twitter.com/helterskelt3rrr/status/1580082762702548992,94,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@helterskelt3rrr,𝚑𝚎𝚕𝚝𝚎𝚛𝚜𝚔𝚎𝚕𝚝𝚎𝚛 ㋡,"Hey, even the Mona Lisa is falling apart.",ERROR,2012-12-24 12:47:58+00:00,773,12789,,"Ikaw ang tanga. When you say the peso is weak or strong, it is always compared to the US dollar, the currency of foreign trade and finance, all other currencies do not matter. So to say that the US dollar is just so strong is to admit the point that the peso is weak. Idiot.",,,2022-10-12 06:27:41+00:00,,,233,5,17,1,Unidentified,ERROR,,,https://twitter.com/simpleg87157349/status/1580057814289956866,,
45-343,HELP,,https://twitter.com/jjj_tsar/status/1580081659864485889,94,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@jjj_tsar,KAI-TSAR,UNLI free expression & discourse only! WARNING: Allergic to trolls & fake news/info peddlers! Petty & vile stuff will be blocked immediately!,ERROR,2020-07-03 07:12:33+00:00,4485,2485,,"Just weak appreciation of PHPeso depreciation: “strong dollar, not weak peso”! Both the subject and moronic recipient got it all wrong! Just add value to macro-econ knowledge on currency fluctuations!",,,2022-10-12 06:23:18+00:00,,,4,0,0,0,Unidentified,ERROR,,,https://twitter.com/nabunturanguy/status/1580055097215942656,,
45-344,HELP,,https://twitter.com/alfonz___m/status/1580078385929199616,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@alfonz___m,alfonz,software artisan ☕️ he/him,ERROR,2009-08-16 10:54:44+00:00,1557,218,,Peso is weak because US Dollar and Thai baht and Malaysian ringgit and Indonesia rupiah and Brunei dollar and Singaporean dollar are strong 😆,,,2022-10-12 06:10:18+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/sonnyafrica/status/1580001564936183808,,
45-345,ERROR,,https://twitter.com/sound_of_joyy/status/1580076907025965057,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@sound_of_joyy,Jia🍒 | ebbg | dying over acads,personal fan account for seventeen | blackpink | treasure | skz | everglow | omega x | nct | kang daniel | cignature | fifty-fifty,ERROR,2021-05-24 04:09:12+00:00,1216,1162,,"""MAINGGIT KAYO HAWAK KO BRASO NI CHAN"" Oh edi the peso is not weak because the peso is weak. the peso is weak because the dollar is strong https://t.co/71LjBeYpAH",,,2022-10-12 06:04:25+00:00,,,2,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-346,ERROR,,https://twitter.com/ohlilinit/status/1580076748838162432,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@ohlilinit,linit,"Stubborn, most of the time 🦂",ERROR,2009-08-15 08:18:57+00:00,309,89,,"Peso is not weak, Dollar is just strong. Nan",,,2022-10-12 06:03:47+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-347,ERROR,,https://twitter.com/chimkenwinner/status/1580073462361489408,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@chimkenwinner,Principal Ava Coleman,@blueberryfwog is sus,ERROR,2020-05-23 13:31:30+00:00,4414,332,,the peso is not weak because the peso is weak. the peso is weak because the dollar is strong. ❤️💜❤️‍🔥💓🧡🖤❤️‍🩹💗💛🤍❣️💖💚🤎💕💘💙💞💝,,,2022-10-12 05:50:44+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-348,ERROR,,https://twitter.com/hichorukun/status/1580072843077124097,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@hichorukun,Only Hee🍒,🇵🇭🇬🇧🇯🇵 | hichorukun@mstdn.jp,ERROR,2019-04-10 01:47:10+00:00,59,77,,Marami pa din sigurong nauuto nitong mga ganitong text dami kasing tanga bumoto daw ba ng the peso is not weak but it is weak and yet the dollar can never be weak yet i am strong https://t.co/QKEDUUQ8Wk,,,2022-10-12 05:48:16+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-349,ERROR,,https://twitter.com/solrafaelryan_/status/1580070943023513600,95,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@solrafaelryan_,raf,ENTP-T kid crazy for sung hanbin-imnida,ERROR,2018-11-25 05:26:03+00:00,306,332,,"Agree. The peso is weak because the dollar is strong. 

But disagree. The peso became weaker because your father is weak and is not doing his job as the President of this country. Shit happens because he didn't even finish college so he knows nothing about economics. #Unity",,,2022-10-12 05:40:43+00:00,,,0,0,1,0,Unidentified,ERROR,,,https://twitter.com/Richeydarian/status/1579790413841707008,,
45-350,ERROR,,https://twitter.com/Love_Jooonie/status/1580070597895532545,95,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Love_Jooonie,𝐌𝐚𝐫𝐢𝐚⁷ | SEMI-IA,"Fan of 5x Grammy Nominated Artists, AMAs Artist of the Year 2021 & Billboard Hot 100 No 1 Singers, BTS | SHE 🔞| OT7 |",ERROR,2020-02-10 17:15:18+00:00,765,592,,"Dati pag go-grocery ang stress reliever ko... Ngayon dagdag na siya sa stress ko. Tapos may makikita akong statement na ""strong ang dollar kaya weak ang peso"" 💀",,,2022-10-12 05:39:21+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-351,ERROR,,https://twitter.com/_c_moments/status/1580070525308895232,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@_c_moments,C moments,"Ambivert. 
Overthinker
Sweet",ERROR,2022-04-17 12:15:17+00:00,41,1,,"""The peso is not weak bcoz the peso is weak. The peso is weak bcoz the dollar is strong."" 👏🏼
Make it weaker and make the dollar stronger. 'Coz the peso is weak. 👏🏼👁️👄👁️",,,2022-10-12 05:39:04+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/PhilstarNews/status/1579392885811982336,,
45-352,ERROR,,https://twitter.com/collynmndz/status/1580068328399601664,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@collynmndz,Jude⁷,I am my own sunshine ☉ was a STAN TWT,ERROR,2018-01-15 12:22:06+00:00,275,40,,The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.,,,2022-10-12 05:30:20+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-353,ERROR,,https://twitter.com/nkknrqz/status/1580067409201094656,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@nkknrqz,niq,,ERROR,2020-01-26 10:09:51+00:00,183,75,,"""for when thy peso is weak thy dollar is strong""
2 Alamano 4:20",,,2022-10-12 05:26:41+00:00,,,2,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-354,ERROR,,https://twitter.com/gotMACed/status/1580065420639612929,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@gotMACed,MacdelaLlana,"Financial Advisor |
Man of Many Wishes",ERROR,2011-07-19 01:01:53+00:00,352,1726,,"""PESO IS NOT WEAK BECAUSE THE PESO IS WEAK. THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG."" 🥴😅🥲

Pero seryoso, sarap maginvest ngayon, mura ng stocks. https://t.co/hnIJoR788s",,,2022-10-12 05:18:47+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-355,ERROR,,https://twitter.com/KenJiisnice/status/1580061712455467008,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@KenJiisnice,KenJi🌺,OwO,ERROR,2022-04-13 02:32:40+00:00,88,8,,"Peso weak
Dollar strong

Make a solution, idiot.",,,2022-10-12 05:04:03+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-356,ERROR,,https://twitter.com/jgarguevarra/status/1580061528489099265,96,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@jgarguevarra,Jobelle Guevarra,,ERROR,2014-09-12 09:58:18+00:00,116,32,,"I get what he means when he says peso is weak because dollar is strong.

Pero ang lagay, kasalanan ng America? 😅😅😅",,,2022-10-12 05:03:19+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-357,ERROR,,https://twitter.com/uncomfyhalo/status/1580058620900745216,96,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@uncomfyhalo,Soc Virnyl Estela,he/him they/them // wannabe programmer // mastodon: uncomfyhalomacro@types.pl,ERROR,2021-02-13 07:40:37+00:00,338,52,,the peso is weak because the dollar is strong. uwu,,,2022-10-12 04:51:45+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-358,ACCEPT,3/31/2023 1:42:12,https://twitter.com/ncollemartinez/status/1580058259808927744,45,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@ncollemartinez,nicolle,Atty M,Identified,2019-10-08 09:22:54+00:00,224,296,Philippines,"The peso is not weak because the peso is weak, the peso is weak because the dollar is strong",,Text,2022-10-12 04:50:19+00:00,, Rational,13,0,0,1,Unidentified,NEED CONTEXT,,,No Quoted,,
45-359,REJECT,,https://twitter.com/OliverAndal/status/1580056982257807360,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@OliverAndal,Oliver Andal,"Weight Loss Enthusiast,  Fitness adviser, Health Buff, Internet Marketer, Diet Consultant, Entrepreneur, Online Seller, Loving Husband & Father, God Fearing",ERROR,2013-03-03 13:04:15+00:00,1012,334,,What logical reasoning fallacy did Zandro committed in the peso is weak/dollar is strong narrative?,,,2022-10-12 04:45:15+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-360,HELP,,https://twitter.com/BGYO_unnie/status/1580054560617684992,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@BGYO_unnie,🌻Catrionoona💎,#supportlocal #supportBGYO,ERROR,2016-02-19 10:52:01+00:00,454,899,,"A not so wise philosopher once said: The peso is not weak because the peso is weak. The peso is weak because the dollar is strong. 

DRAWN LIKE A MAGNET
#BGYO_Magnet 

#BGYO_BeUs 
#BGYO 
@bgyo_ph https://t.co/PVftqaTZ7e",,,2022-10-12 04:35:37+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-361,ACCEPT,4/18/2023 23:16:32,https://twitter.com/theigorotkid/status/1580052024024268800,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@theigorotkid,The Igorot Kid™,Katakot-takot at kagila-gilalas na nilalang. (Fearfully & wonderfully made.),Anonymous,2020-03-15 02:24:49+00:00,116,4982,,People bashing Sandro Marcos for saying that peso is not really weak dollar is strong are people who lack comprehension or education on economics. Villar’s statement is an explanation for the dimwits. https://t.co/k46usK07G7,,"Text,Image",2022-10-12 04:25:33+00:00,, Rational,45,6,9,3,Unidentified,NEED CONTEXT,,,No Quoted,,
45-362,HELP,,https://twitter.com/theigorotkid/status/1580049529277071360,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@theigorotkid,The Igorot Kid™,Katakot-takot at kagila-gilalas na nilalang. (Fearfully & wonderfully made.),ERROR,2020-03-15 02:24:49+00:00,116,4982,,"US Dollar is strong but that doesn’t mean that Peso is weak. It just means that because the world is going through a global crisis, investors are leaning towards a safe haven currency which happened to be US dollars thus making it stronger than any other currencies.",,,2022-10-12 04:15:38+00:00,,,20,1,3,0,Unidentified,ERROR,,,No Quoted,,
45-363,REJECT,,https://twitter.com/GabSabog2/status/1580049439363719168,97,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@GabSabog2,omenic,embrace the vision | youtu.be/eBGIQ7ZuuiU,ERROR,2019-02-21 10:57:43+00:00,405,358,,peso weak dollar strong,,,2022-10-12 04:15:16+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-364,REJECT,,https://twitter.com/justjhayson/status/1580047824795758593,97,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@justjhayson,Jhay Winchester,Songwriter • Man of Letters,ERROR,2016-05-18 04:13:40+00:00,270,260,,"Simple logic na ""Strong dollar, not weak peso"", di magets? Then you got the guts to say you're good at economics? Think again.",,,2022-10-12 04:08:51+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-365,HELP,,https://twitter.com/chefgelo_/status/1580036420189982720,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@chefgelo_,Chef Gely,👩‍🍳Pakawala ng taon,ERROR,2022-02-01 14:34:31+00:00,376,195,,"While the peso fell against the US dollar, it remained stable against other major currencies... This means that the peso depreciation against the US dollar was more of a case of a strong dollar and not of a weak local currency. - Manny Villar https://t.co/OP2z0lJPw2",,,2022-10-12 03:23:32+00:00,,,0,0,0,1,Unidentified,ERROR,,,No Quoted,,
45-366,REJECT,,https://twitter.com/mongster/status/1580034531868168194,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@mongster,Mong Palatino,"Activist. Asia-Pacific blogger. BAYAN, IFEX, Global Voices, Bulatlat, The Diplomat. Legislator (14th-15th Congress). Kabataan Partylist founder. Tweets my own",ERROR,2007-08-06 17:23:12+00:00,4266,16582,,"To BBM family

I would like to make one thing clear. If the peso is weak and the dollar is strong, pay your family estate tax liability in either of the two currencies.",,,2022-10-12 03:16:02+00:00,,,53,1,13,1,Unidentified,ERROR,,,No Quoted,,
45-367,REJECT,,https://twitter.com/chefgelo_/status/1580033756391702528,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@chefgelo_,Chef Gely,👩‍🍳Pakawala ng taon,ERROR,2022-02-01 14:34:31+00:00,376,195,,"Bago magkunwaring hindi na gets  at naguluhan kuno sa sinabi ni Cong. Sandro pero hindi naman pinanood ang video interview ""... the peso is not weak because the peso is weak. The peso is weak because the dollar is strong"". - Pakihanap muna meaning ng UNSELFLESS by Doc.AttyLenlen. https://t.co/QaH9AbmUqG",,,2022-10-12 03:12:57+00:00,,,1,0,1,0,Unidentified,ERROR,,,No Quoted,,
45-368,REJECT,,https://twitter.com/PeregrinoSienes/status/1580032264938803200,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@PeregrinoSienes,Peregrino Sienes,Mathematician/Scientist/Philosopher       Give me a break then i will change the world.,ERROR,2018-05-03 08:40:58+00:00,2518,576,,Peso is weak because dollar is strong. Saan ba nagtapos ng pag aaral si Sandro sa TESDA ba? saka hindi ba sya pinainom ng PROMIL ng kanyang mga magulang noong bata pa sya?,,,2022-10-12 03:07:02+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-369,HELP,,https://twitter.com/biancapeach/status/1580029905193967617,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@biancapeach,ᵇᶦᵃⁿᶜᵃ🍑,little miss undergrad,ERROR,2013-10-26 08:15:20+00:00,554,587,,"""Is the peso weak because the dollar is strong?""

1 sentence answer.

Read more at:

[Peso-US Dollar Exchange🇵🇭🇺🇸]
https://t.co/fiSiTZqhUx

[How Exchange Rate Works🌍💱]
https://t.co/A4kYqCf559

[Value ng JPY at KRW🇯🇵🇰🇷]
https://t.co/dhMn264dZl

Reposted from @EkonseptoPH ‘s fb",,,2022-10-12 02:57:39+00:00,,,1,0,0,0,Unidentified,ERROR,,,https://twitter.com/AltStarMagic/status/1579736320091774976,,
45-370,REJECT,,https://twitter.com/zandz_gallardo/status/1580027233820762115,98,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@zandz_gallardo,My Daily Express,Nomad,ERROR,2013-08-20 04:39:06+00:00,306,101,,"""Hindi kayo mahirap dahil mayaman kami, mahirap kayo dahil ibinoto nyo kami.""

The US dollar has always been strong. Filipinos are the ones who are weak, their peso devalued by the kind of leaders and governance they prefer.",,,2022-10-12 02:47:02+00:00,,,4,0,1,0,Unidentified,ERROR,,,No Quoted,,
45-371,REJECT,,https://twitter.com/reyjuico/status/1580026129561182208,98,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@reyjuico,Reynaldo Juico 🇵🇭 👊✌️,Industrial automation for the oil & gas industry | Filipino taxpayer | I am for the Rule of Law | Partner for Change l A realist,ERROR,2012-11-21 09:02:04+00:00,276,2099,,"Sentence structure &amp; comprehension: ""Peso is not weak, because the peso is weak."" (Affirmative yan. Why weak?) ""The Peso is weak because the dollar is strong."" Mas maiintidihan mo kung bakit kapag pinakinggan mo ang buong paliwanag ni Cong. Sandro Marcos.
https://t.co/0VAyU7re2g",,,2022-10-12 02:42:39+00:00,,,5,1,2,0,Unidentified,ERROR,,,No Quoted,,
45-372,REJECT,,https://twitter.com/BlueMeown/status/1580025502042988544,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@BlueMeown,Yamper🍀pokemon hater,"hey, i want to love, is this true love? is just wanting to be loved insincere?",ERROR,2016-06-20 05:20:09+00:00,435,96,,"I've been trying to avoid this, but Sandro's ""the peso is not weak, because the peso is weak. the peso is weak because the dollar is strong"" rlly reminds me of this: https://t.co/Lw65J67rvr",,,2022-10-12 02:40:09+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-373,HELP,,https://twitter.com/AtengSharlene/status/1580023241673842688,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@AtengSharlene,AtengSharlene,"Ang tiyahin mong maingay, photojournalist, tribal rights advocate, bakes a lot of cakes, aktibista na bago ka pa pinanganak.",ERROR,2020-11-14 02:39:05+00:00,656,1505,,"The Peso is weak because the USD is strong.

The Peso is also weak vs. the Thai baht, Malaysian ringgit, Indonesian rupiah, Brunei and Singaporean dollar.

#NumbersDontLie but our govt does. 😊",,,2022-10-12 02:31:10+00:00,,,7,0,2,0,Unidentified,ERROR,,,https://twitter.com/sonnyafrica/status/1580001564936183808,,
45-374,ACCEPT,4/18/2023 23:23:50,https://twitter.com/31milmovement/status/1580022545243574273,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@31milmovement,Thirty One Million,Transforming solidarity into action and nation-building.,Anonymous,2022-05-15 15:50:54+00:00,302,1691,Philippines,"There is nothing wrong sa “pesos-is-weak-the-dollar-is-strong” statement ni Congressman Sandro, ang mas cringe and downright embarrasing is yung paggamit ni LENLEN ng #unselfless with conviction. 🤦‍♂

Go to FB post 
👉 https://t.co/tULkzkzFrm",,"Text,URL",2022-10-12 02:28:24+00:00,, Rational Emotional,0,0,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
